h3_id,events,fatalities,latitude,longitude
832c72fffffffff,30,10,42.6997480665577,48.1562946972443
8311aafffffffff,589,30,55.9996376167097,37.1504135263079
831e63fffffffff,1008,358,50.1356739990866,30.2633367331158
832a10fffffffff,2117,6,40.8584161474227,-73.7819279919521
832aa8fffffffff,1125,6,38.9578632629783,-76.548273128603
8329a1fffffffff,525,1,34.5000949795328,-118.447630260789
833c96fffffffff,128,71,18.0957905159552,81.2987986682427
8360b6fffffffff,181,217,18.8201226329952,80.4509234847669
832aacfffffffff,252,2,39.8812237787808,-75.9124229882424
833d10fffffffff,547,2,30.6247289207832,77.5197422889023
833cc8fffffffff,520,667,23.2653713827892,95.5725087878273
831106fffffffff,216,5,59.7878487802,30.3093495395678
836adafffffffff,591,686,-3.11940308198841,29.5419195212537
8359b0fffffffff,228,424,14.4605265295036,-3.61160119187197
835999fffffffff,130,279,11.2180075642025,0.935318677124924
836b68fffffffff,201,215,15.4696723174626,33.2391553717163
8352e0fffffffff,331,159,14.9802944549125,45.9585048892244
833ceafffffffff,2630,74,24.8241017533882,93.7971741826234
831ea0fffffffff,307,1,44.8204907751958,12.0094745438462
835803fffffffff,268,605,13.2248859155793,7.0014126985862
835802fffffffff,546,690,13.1925990921998,5.91411597989481
83588afffffffff,108,48,6.14801295210066,5.6564832184888
832daafffffffff,974,674,35.8536249257961,38.3937635256028
836026fffffffff,587,7,8.54358330862808,77.2972892921473
837289fffffffff,15,6,-3.4949712212357,139.292048193522
838116fffffffff,1600,1309,-12.7908060616789,-38.0368664305846
83a8a3fffffffff,497,225,-22.2308958895257,-43.4377902751982
83a886fffffffff,52,34,-21.1931823515307,-41.3098321953695
8364abfffffffff,40,2,16.1108662284284,95.7081107267932
832093fffffffff,512,481,34.4008890576246,70.8198912011166
839513fffffffff,51,1,-8.44791147749307,118.574665100369
835883fffffffff,108,32,6.98726426624134,4.04490959538212
837520fffffffff,13,4,9.40081597201664,-1.71337124716151
83649bfffffffff,839,943,21.3795505473083,96.126915150624
832090fffffffff,568,485,35.0050330811622,69.6244689873407
833cf3fffffffff,510,65,22.7923655299812,89.8836784998225
8358aafffffffff,197,180,8.70413129029543,4.84660483861461
833cd4fffffffff,14,2,21.6982270411129,89.5839532201676
833ccbfffffffff,1406,1061,22.4701407234148,96.4537277040584
837a2bfffffffff,90,58,-0.822752781800761,42.6838748819102
836601fffffffff,316,176,8.33644684800851,-73.9294713661192
836ac3fffffffff,48,24,-0.206864408765764,30.265153919859
83426efffffffff,590,721,32.1554300843806,70.7071945962856
83529efffffffff,289,661,10.4156607267435,37.5659502297439
835298fffffffff,269,661,10.3262153667496,38.6300146677409
83529cfffffffff,230,605,11.2689362604154,38.2527041572849
835291fffffffff,339,931,11.3624311118495,37.1757102043483
8352e2fffffffff,673,349,14.16180983243,45.2449945393919
8352e6fffffffff,932,258,15.1252324061458,44.9377918752998
838006fffffffff,7,7,-5.13974708283294,-41.006683843161
83648bfffffffff,251,487,18.8691913231816,94.2890471391009
836ac2fffffffff,467,661,-0.148910546649483,29.1155877544739
831f8dfffffffff,245,2,48.4499272876683,11.7023987897212
83838efffffffff,243,102,-4.27589148170542,15.6533351921075
832c12fffffffff,410,92,35.6786642806902,44.5079323992709
834446fffffffff,145,14,30.0141699565604,-90.4982927987873
832986fffffffff,94,1,36.2794400908939,-114.820344987863
832da3fffffffff,1912,3389,35.1923940748185,36.1719660938873
833d91fffffffff,252,1,23.7172143123451,77.5499358142633
838110fffffffff,290,332,-12.2063584041272,-39.0624277571028
838f2bfffffffff,1656,1758,-2.65322376575747,-79.9494955239059
838f2efffffffff,1023,1129,-0.817750056768956,-80.7708262924972
8366d2fffffffff,320,305,0.77357015094046,-79.591253752694
838f0dfffffffff,754,726,-3.80911531006369,-80.0706562803015
83648cfffffffff,696,74,17.2357997110357,96.0279316144594
83544efffffffff,31,79,10.659399698135,-7.50461830583488
833cdefffffffff,756,361,20.4688929792372,92.5352956562185
837a1cfffffffff,1595,2001,1.82449357945742,45.3391308065097
833cdbfffffffff,631,1277,19.9808598845205,94.6063382905235
839caafffffffff,88,19,-9.18656036702427,146.665926155797
834505fffffffff,115,44,17.5256451568725,-87.9553005737113
8320e6fffffffff,187,5,43.3471590149433,76.9754243743618
838f28fffffffff,891,1044,-1.50356306307478,-79.8292138240877
836724fffffffff,369,872,18.9070670347186,-72.9392564404525
837a45fffffffff,509,101,-0.549952842366376,37.1210116920831
834802fffffffff,2033,1345,25.0126611750315,-107.059720964637
